 Displacements of field nodes
    51         0.52218E-03        -0.11042E-02
    52         0.25939E-03        -0.10898E-02
    53         0.51674E-17        -0.10854E-02
    54        -0.25939E-03        -0.10898E-02
    55        -0.52218E-03        -0.11042E-02
    56        -0.79433E-03        -0.11273E-02
    57         0.88578E-03        -0.14204E-02
    58         0.58357E-03        -0.13980E-02
    59         0.28996E-03        -0.13847E-02
    60         0.10700E-16        -0.13801E-02
    61        -0.28996E-03        -0.13847E-02
    62        -0.58357E-03        -0.13980E-02
    63        -0.88578E-03        -0.14204E-02
    64         0.97541E-03        -0.17452E-02
    65         0.64180E-03        -0.17247E-02
    66         0.31959E-03        -0.17121E-02
    67         0.19888E-16        -0.17081E-02
    68        -0.31959E-03        -0.17121E-02
    69        -0.64180E-03        -0.17247E-02
    70        -0.97541E-03        -0.17452E-02
    71         0.10491E-02        -0.20952E-02
    72         0.69367E-03        -0.20762E-02
    73         0.34479E-03        -0.20639E-02
    74         0.84494E-17        -0.20603E-02
    75        -0.34479E-03        -0.20639E-02
    76        -0.69367E-03        -0.20762E-02
    77        -0.10491E-02        -0.20952E-02
    78         0.11252E-02        -0.24702E-02
    79         0.74464E-03        -0.24520E-02
    80         0.37038E-03        -0.24413E-02
    81         0.15259E-16        -0.24375E-02
    82        -0.37038E-03        -0.24413E-02
    83        -0.74464E-03        -0.24520E-02
    84        -0.11252E-02        -0.24702E-02
    85         0.11971E-02        -0.28697E-02
    86         0.79118E-03        -0.28532E-02
    87         0.39394E-03        -0.28435E-02
    88         0.18028E-16        -0.28402E-02
    89        -0.39394E-03        -0.28435E-02
    90        -0.79118E-03        -0.28532E-02
    91        -0.11971E-02        -0.28697E-02
    92         0.12629E-02        -0.32935E-02
    93         0.83367E-03        -0.32781E-02
    94         0.41544E-03        -0.32691E-02
    95         0.94263E-17        -0.32660E-02
    96        -0.41544E-03        -0.32691E-02
    97        -0.83367E-03        -0.32781E-02
    98        -0.12629E-02        -0.32935E-02
    99         0.13206E-02        -0.37374E-02
   100         0.87254E-03        -0.37239E-02
   101         0.43479E-03        -0.37153E-02
   102         0.11270E-16        -0.37128E-02
   103        -0.43479E-03        -0.37153E-02
   104        -0.87254E-03        -0.37239E-02
   105        -0.13206E-02        -0.37374E-02
   106         0.13696E-02        -0.41977E-02
   107         0.90684E-03        -0.41853E-02
   108         0.45152E-03        -0.41776E-02
   109         0.10967E-16        -0.41751E-02
   110        -0.45152E-03        -0.41776E-02
   111        -0.90684E-03        -0.41853E-02
   112        -0.13696E-02        -0.41977E-02
   113         0.14197E-02        -0.46753E-02
   114         0.93949E-03        -0.46642E-02
   115         0.46813E-03        -0.46577E-02
   116         0.15291E-16        -0.46554E-02
   117        -0.46813E-03        -0.46577E-02
   118        -0.93949E-03        -0.46642E-02
   119        -0.14197E-02        -0.46753E-02
   120         0.14613E-02        -0.51682E-02
   121         0.96717E-03        -0.51587E-02
   122         0.48191E-03        -0.51530E-02
   123         0.14675E-16        -0.51512E-02
   124        -0.48191E-03        -0.51530E-02
   125        -0.96717E-03        -0.51587E-02
   126        -0.14613E-02        -0.51682E-02
   127         0.14973E-02        -0.56744E-02
   128         0.99073E-03        -0.56662E-02
   129         0.49378E-03        -0.56613E-02
   130         0.12812E-16        -0.56597E-02
   131        -0.49378E-03        -0.56613E-02
   132        -0.99073E-03        -0.56662E-02
   133        -0.14973E-02        -0.56744E-02
   134         0.15270E-02        -0.61912E-02
   135         0.10108E-02        -0.61844E-02
   136         0.50371E-03        -0.61801E-02
   137         0.82434E-17        -0.61788E-02
   138        -0.50371E-03        -0.61801E-02
   139        -0.10108E-02        -0.61844E-02
   140        -0.15270E-02        -0.61912E-02
   141         0.15520E-02        -0.67173E-02
   142         0.10277E-02        -0.67116E-02
   143         0.51211E-03        -0.67082E-02
   144         0.70386E-17        -0.67071E-02
   145        -0.51211E-03        -0.67082E-02
   146        -0.10277E-02        -0.67116E-02
   147        -0.15520E-02        -0.67173E-02
   148         0.15717E-02        -0.72516E-02
   149         0.10405E-02        -0.72475E-02
   150         0.51865E-03        -0.72451E-02
   151         0.26229E-17        -0.72443E-02
   152        -0.51865E-03        -0.72451E-02
   153        -0.10405E-02        -0.72475E-02
   154        -0.15717E-02        -0.72516E-02
   155         0.15839E-02        -0.77899E-02
   156         0.10492E-02        -0.77871E-02
   157         0.52287E-03        -0.77851E-02
   158         0.51402E-17        -0.77846E-02
   159        -0.52287E-03        -0.77851E-02
   160        -0.10492E-02        -0.77871E-02
   161        -0.15839E-02        -0.77899E-02
   162         0.15929E-02        -0.83322E-02
   163         0.10553E-02        -0.83308E-02
   164         0.52603E-03        -0.83301E-02
   165         0.57138E-17        -0.83298E-02
   166        -0.52603E-03        -0.83301E-02
   167        -0.10553E-02        -0.83308E-02
   168        -0.15929E-02        -0.83322E-02
   169         0.15958E-02        -0.88763E-02
   170         0.10573E-02        -0.88767E-02
   171         0.52704E-03        -0.88767E-02
   172         0.97074E-17        -0.88772E-02
   173        -0.52704E-03        -0.88767E-02
   174        -0.10573E-02        -0.88767E-02
   175        -0.15958E-02        -0.88763E-02
 Stress of field nodes
     1         0.17392E+04        -0.37122E+02         0.97830E+01
     2         0.12278E+04        -0.50552E+02        -0.10896E+03
     3         0.65155E+03        -0.35676E+01        -0.12552E+03
     4         0.68205E-10         0.21743E-10        -0.13748E+03
     5        -0.65155E+03         0.35676E+01        -0.12552E+03
     6        -0.12278E+04         0.50552E+02        -0.10896E+03
     7        -0.17392E+04         0.37122E+02         0.97830E+01
     8         0.19910E+04        -0.10050E+02         0.22678E+02
     9         0.13190E+04         0.16393E+02        -0.49187E+02
    10         0.66381E+03         0.85656E+01        -0.95282E+02
    11        -0.97096E-11         0.25537E-10        -0.10964E+03
    12        -0.66381E+03        -0.85656E+01        -0.95282E+02
    13        -0.13190E+04        -0.16393E+02        -0.49187E+02
    14        -0.19910E+04         0.10050E+02         0.22678E+02
    15         0.16928E+04        -0.52464E+02        -0.29543E+02
    16         0.11846E+04         0.43054E+01        -0.63903E+02
    17         0.59357E+03        -0.80780E+01        -0.11319E+03
    18         0.18310E-09         0.10544E-10        -0.12289E+03
    19        -0.59357E+03         0.80780E+01        -0.11319E+03
    20        -0.11846E+04        -0.43054E+01        -0.63903E+02
    21        -0.16928E+04         0.52464E+02        -0.29543E+02
    22         0.16869E+04        -0.39080E+02        -0.27447E+02
    23         0.11490E+04         0.10475E+02        -0.57880E+02
    24         0.57891E+03        -0.32083E+01        -0.95858E+02
    25        -0.11547E-09        -0.30667E-10        -0.11335E+03
    26        -0.57891E+03         0.32083E+01        -0.95858E+02
    27        -0.11490E+04        -0.10475E+02        -0.57880E+02
    28        -0.16869E+04         0.39080E+02        -0.27447E+02
    29         0.17033E+04        -0.14910E+02        -0.27389E+02
    30         0.11318E+04         0.24789E+02        -0.59402E+02
    31         0.57971E+03         0.91093E+01        -0.11097E+03
    32        -0.25182E-10         0.16286E-09        -0.11951E+03
    33        -0.57971E+03        -0.91093E+01        -0.11097E+03
    34        -0.11318E+04        -0.24789E+02        -0.59402E+02
    35        -0.17033E+04         0.14910E+02        -0.27389E+02
    36         0.15121E+04        -0.36268E+02        -0.35690E+02
    37         0.10317E+04         0.12475E+02        -0.70444E+02
    38         0.51757E+03         0.32969E+00        -0.12160E+03
    39         0.75033E-11        -0.12182E-09        -0.13072E+03
    40        -0.51757E+03        -0.32969E+00        -0.12160E+03
    41        -0.10317E+04        -0.12475E+02        -0.70444E+02
    42        -0.15121E+04         0.36268E+02        -0.35690E+02
    43         0.14266E+04        -0.33805E+02        -0.25903E+02
    44         0.96569E+03         0.78790E+01        -0.64228E+02
    45         0.48736E+03        -0.23378E+01        -0.11689E+03
    46         0.49710E-10        -0.26319E-10        -0.12435E+03
    47        -0.48736E+03         0.23378E+01        -0.11689E+03
    48        -0.96569E+03        -0.78790E+01        -0.64228E+02
    49        -0.14266E+04         0.33805E+02        -0.25903E+02
    50         0.13470E+04        -0.33245E+02        -0.19384E+02
    51         0.92931E+03         0.95389E+01        -0.58744E+02
    52         0.46523E+03        -0.15725E+01        -0.11024E+03
    53         0.20233E-09         0.18315E-09        -0.11914E+03
    54        -0.46523E+03         0.15725E+01        -0.11024E+03
    55        -0.92931E+03        -0.95389E+01        -0.58744E+02
    56        -0.13470E+04         0.33245E+02        -0.19384E+02
    57         0.13459E+04        -0.19064E+02        -0.35237E+02
    58         0.89770E+03         0.14202E+02        -0.74088E+02
    59         0.45889E+03         0.39600E+01        -0.12587E+03
    60         0.15203E-09        -0.10380E-09        -0.13615E+03
    61        -0.45889E+03        -0.39600E+01        -0.12587E+03
    62        -0.89770E+03        -0.14202E+02        -0.74088E+02
    63        -0.13459E+04         0.19064E+02        -0.35237E+02
    64         0.11762E+04        -0.30387E+02        -0.30090E+02
    65         0.80990E+03         0.29420E+01        -0.66717E+02
    66         0.40725E+03        -0.33988E+01        -0.12498E+03
    67        -0.78415E-10        -0.32514E-10        -0.13035E+03
    68        -0.40725E+03         0.33988E+01        -0.12498E+03
    69        -0.80990E+03        -0.29420E+01        -0.66717E+02
    70        -0.11762E+04         0.30387E+02        -0.30090E+02
    71         0.10568E+04        -0.39596E+02        -0.29675E+02
    72         0.75714E+03        -0.10557E+01        -0.63827E+02
    73         0.37425E+03        -0.85657E+01        -0.10754E+03
    74        -0.71054E-11        -0.27853E-10        -0.12147E+03
    75        -0.37425E+03         0.85657E+01        -0.10754E+03
    76        -0.75714E+03         0.10557E+01        -0.63827E+02
    77        -0.10568E+04         0.39596E+02        -0.29675E+02
    78         0.10975E+04        -0.12785E+02        -0.30017E+02
    79         0.73249E+03         0.12724E+02        -0.62639E+02
    80         0.37442E+03         0.34166E+01        -0.10795E+03
    81         0.13495E-09        -0.73214E-10        -0.12223E+03
    82        -0.37442E+03        -0.34166E+01        -0.10795E+03
    83        -0.73249E+03        -0.12724E+02        -0.62639E+02
    84        -0.10975E+04         0.12785E+02        -0.30017E+02
    85         0.10131E+04        -0.12238E+02        -0.31899E+02
    86         0.66202E+03         0.13350E+02        -0.66944E+02
    87         0.33873E+03         0.35527E+01        -0.11747E+03
    88        -0.76739E-10        -0.24329E-10        -0.12724E+03
    89        -0.33873E+03        -0.35527E+01        -0.11747E+03
    90        -0.66202E+03        -0.13350E+02        -0.66944E+02
    91        -0.10131E+04         0.12238E+02        -0.31899E+02
    92         0.90478E+03        -0.17776E+02        -0.30125E+02
    93         0.60570E+03         0.64940E+01        -0.69757E+02
    94         0.30801E+03         0.16526E+01        -0.12693E+03
    95        -0.31775E-10         0.28422E-10        -0.13219E+03
    96        -0.30801E+03        -0.16526E+01        -0.12693E+03
    97        -0.60570E+03        -0.64940E+01        -0.69757E+02
    98        -0.90478E+03         0.17776E+02        -0.30125E+02
    99         0.75223E+03        -0.26533E+02        -0.20456E+02
   100         0.53774E+03         0.43886E+00        -0.61195E+02
   101         0.26582E+03        -0.40411E+01        -0.11582E+03
   102         0.29218E-10        -0.90949E-11        -0.12219E+03
   103        -0.26582E+03         0.40411E+01        -0.11582E+03
   104        -0.53774E+03        -0.43886E+00        -0.61195E+02
   105        -0.75223E+03         0.26533E+02        -0.20456E+02
   106         0.71914E+03        -0.17087E+02        -0.23746E+02
   107         0.49709E+03         0.37268E+01        -0.62392E+02
   108         0.24963E+03        -0.28653E+01        -0.10931E+03
   109         0.24329E-10        -0.93905E-10        -0.12126E+03
   110        -0.24963E+03         0.28653E+01        -0.10931E+03
   111        -0.49709E+03        -0.37268E+01        -0.62392E+02
   112        -0.71914E+03         0.17087E+02        -0.23746E+02
   113         0.68391E+03        -0.49755E+01        -0.27099E+02
   114         0.45499E+03         0.10428E+02        -0.63422E+02
   115         0.23257E+03         0.41502E+01        -0.11600E+03
   116        -0.68212E-12        -0.58890E-10        -0.12587E+03
   117        -0.23257E+03        -0.41502E+01        -0.11600E+03
   118        -0.45499E+03        -0.10428E+02        -0.63422E+02
   119        -0.68391E+03         0.49755E+01        -0.27099E+02
   120         0.55827E+03        -0.13276E+02        -0.29657E+02
   121         0.37790E+03         0.47036E+01        -0.66605E+02
   122         0.19062E+03         0.21883E+00        -0.11780E+03
   123         0.17849E-10         0.40473E-10        -0.12735E+03
   124        -0.19062E+03        -0.21883E+00        -0.11780E+03
   125        -0.37790E+03        -0.47036E+01        -0.66605E+02
   126        -0.55827E+03         0.13276E+02        -0.29657E+02
   127         0.47571E+03        -0.11422E+02        -0.25553E+02
   128         0.32172E+03         0.25498E+01        -0.63878E+02
   129         0.16246E+03        -0.81769E+00        -0.11673E+03
   130        -0.30127E-10         0.93223E-10        -0.12465E+03
   131        -0.16246E+03         0.81769E+00        -0.11673E+03
   132        -0.32172E+03        -0.25498E+01        -0.63878E+02
   133        -0.47571E+03         0.11422E+02        -0.25553E+02
   134         0.39471E+03        -0.99285E+01        -0.24611E+02
   135         0.27565E+03         0.24440E+01        -0.62693E+02
   136         0.13723E+03        -0.10091E+01        -0.11402E+03
   137         0.21373E-10         0.13961E-09        -0.12323E+03
   138        -0.13723E+03         0.10091E+01        -0.11402E+03
   139        -0.27565E+03        -0.24440E+01        -0.62693E+02
   140        -0.39471E+03         0.99285E+01        -0.24611E+02
   141         0.33099E+03        -0.73085E+01        -0.31181E+02
   142         0.22145E+03         0.15783E+01        -0.68768E+02
   143         0.11341E+03        -0.31733E+00        -0.12111E+03
   144         0.34788E-10         0.26102E-09        -0.13106E+03
   145        -0.11341E+03         0.31733E+00        -0.12111E+03
   146        -0.22145E+03        -0.15783E+01        -0.68768E+02
   147        -0.33099E+03         0.73085E+01        -0.31181E+02
   148         0.22720E+03        -0.68338E+01        -0.27548E+02
   149         0.15582E+03        -0.56194E+00        -0.64854E+02
   150         0.78627E+02        -0.70655E+00        -0.11704E+03
   151         0.13870E-10         0.58662E-10        -0.12554E+03
   152        -0.78627E+02         0.70655E+00        -0.11704E+03
   153        -0.15582E+03         0.56194E+00        -0.64854E+02
   154        -0.22720E+03         0.68338E+01        -0.27548E+02
   155         0.14960E+03        -0.66113E+01        -0.26207E+02
   156         0.10875E+03        -0.22697E+01        -0.63008E+02
   157         0.54160E+02        -0.27108E+01        -0.11222E+03
   158        -0.37517E-11        -0.14461E-09        -0.12175E+03
   159        -0.54160E+02         0.27108E+01        -0.11222E+03
   160        -0.10875E+03         0.22697E+01        -0.63008E+02
   161        -0.14960E+03         0.66113E+01        -0.26207E+02
   162         0.81167E+02        -0.16642E+01        -0.29170E+02
   163         0.50946E+02         0.54236E+00        -0.66843E+02
   164         0.26758E+02        -0.42013E+00        -0.11754E+03
   165         0.29895E-03         0.99649E-03        -0.12858E+03
   166        -0.26758E+02         0.42013E+00        -0.11754E+03
   167        -0.50946E+02        -0.54236E+00        -0.66843E+02
   168        -0.81167E+02         0.16642E+01        -0.29170E+02
   169         0.14497E+02         0.29405E+01        -0.29934E+02
   170         0.23907E+02         0.11166E+02        -0.66375E+02
   171         0.12074E+02         0.76839E+01        -0.11290E+03
   172        -0.31832E-10        -0.30559E-09        -0.12439E+03
   173        -0.12074E+02        -0.76839E+01        -0.11290E+03
   174        -0.23907E+02        -0.11166E+02        -0.66375E+02
   175        -0.14497E+02        -0.29405E+01        -0.29934E+02
 Energy Error=    0.9082038741E-01
